Landing page,Month,Date,Hour,Sessions
/alopecia/productos/dutapil-pildoras,2,2023-02-20,17,2
/alopecia/productos/dutapil-pildoras,2,2023-02-20,19,1
/alopecia/productos/dutapil-pildoras,2,2023-02-20,20,4
/alopecia/productos/dutapil-pildoras,2,2023-02-20,21,2
/alopecia/productos/dutapil-pildoras,2,2023-02-20,22,3
/alopecia/productos/dutapil-pildoras,2,2023-02-20,23,1
/alopecia/productos/dutapil-pildoras,2,2023-02-21,0,2
/alopecia/productos/dutapil-pildoras,2,2023-02-21,8,1
/alopecia/productos/dutapil-pildoras,2,2023-02-21,9,3
/alopecia/productos/dutapil-pildoras,2,2023-02-21,10,1
/alopecia/productos/dutapil-pildoras,2,2023-02-21,11,1
/alopecia/productos/dutapil-pildoras,2,2023-02-21,13,1
/alopecia/productos/dutapil-pildoras,2,2023-02-21,14,2
/alopecia/productos/dutapil-pildoras,2,2023-02-21,15,1
/alopecia/productos/dutapil-pildoras,2,2023-02-21,19,2
/alopecia/productos/dutapil-pildoras,2,2023-02-21,20,2
/alopecia/productos/dutapil-pildoras,2,2023-02-21,21,2
/alopecia/productos/dutapil-pildoras,2,2023-02-21,23,3
/alopecia/productos/dutapil-pildoras,2,2023-02-22,8,1
/alopecia/productos/dutapil-pildoras,2,2023-02-22,10,2
/alopecia/productos/dutapil-pildoras,2,2023-02-22,11,1
/alopecia/productos/dutapil-pildoras,2,2023-02-22,13,1
/alopecia/productos/dutapil-pildoras,2,2023-02-22,14,1
/alopecia/productos/dutapil-pildoras,2,2023-02-22,15,3
/alopecia/productos/dutapil-pildoras,2,2023-02-22,16,2
/alopecia/productos/dutapil-pildoras,2,2023-02-22,17,1
/alopecia/productos/dutapil-pildoras,2,2023-02-22,19,1
/alopecia/productos/dutapil-pildoras,2,2023-02-22,20,1
/alopecia/productos/dutapil-pildoras,2,2023-02-22,21,1
/alopecia/productos/dutapil-pildoras,2,2023-02-22,22,1
/alopecia/productos/dutapil-pildoras,2,2023-02-22,23,1
/alopecia/productos/dutapil-pildoras,2,2023-02-23,0,2
/alopecia/productos/dutapil-pildoras,2,2023-02-23,1,1
/alopecia/productos/dutapil-pildoras,2,2023-02-23,3,1
/alopecia/productos/dutapil-pildoras,2,2023-02-23,7,1
/alopecia/productos/dutapil-pildoras,2,2023-02-23,9,1
/alopecia/productos/dutapil-pildoras,2,2023-02-23,10,1
/alopecia/productos/dutapil-pildoras,2,2023-02-23,12,1
/alopecia/productos/dutapil-pildoras,2,2023-02-23,14,1
/alopecia/productos/dutapil-pildoras,2,2023-02-23,16,2
/alopecia/productos/dutapil-pildoras,2,2023-02-23,17,1
/alopecia/productos/dutapil-pildoras,2,2023-02-23,18,1
/alopecia/productos/dutapil-pildoras,2,2023-02-23,19,2
/alopecia/productos/dutapil-pildoras,2,2023-02-23,20,1
/alopecia/productos/dutapil-pildoras,2,2023-02-23,22,2
/alopecia/productos/dutapil-pildoras,2,2023-02-24,0,3
/alopecia/productos/dutapil-pildoras,2,2023-02-24,1,2
/alopecia/productos/dutapil-pildoras,2,2023-02-24,7,1
/alopecia/productos/dutapil-pildoras,2,2023-02-24,10,2
/alopecia/productos/dutapil-pildoras,2,2023-02-24,11,1
/alopecia/productos/dutapil-pildoras,2,2023-02-24,13,1
/alopecia/productos/dutapil-pildoras,2,2023-02-24,14,2
/alopecia/productos/dutapil-pildoras,2,2023-02-24,15,1
/alopecia/productos/dutapil-pildoras,2,2023-02-24,16,2
/alopecia/productos/dutapil-pildoras,2,2023-02-24,17,3
/alopecia/productos/dutapil-pildoras,2,2023-02-24,18,1
/alopecia/productos/dutapil-pildoras,2,2023-02-24,19,2
/alopecia/productos/dutapil-pildoras,2,2023-02-24,20,2
/alopecia/productos/dutapil-pildoras,2,2023-02-24,21,3
/alopecia/productos/dutapil-pildoras,2,2023-02-24,22,2
/alopecia/productos/dutapil-pildoras,2,2023-02-24,23,2
/alopecia/productos/dutapil-pildoras,2,2023-02-25,0,3
/alopecia/productos/dutapil-pildoras,2,2023-02-25,3,1
/alopecia/productos/dutapil-pildoras,2,2023-02-25,7,1
/alopecia/productos/dutapil-pildoras,2,2023-02-25,9,1
/alopecia/productos/dutapil-pildoras,2,2023-02-25,10,2
/alopecia/productos/dutapil-pildoras,2,2023-02-25,11,2
/alopecia/productos/dutapil-pildoras,2,2023-02-25,12,1
/alopecia/productos/dutapil-pildoras,2,2023-02-25,14,1
/alopecia/productos/dutapil-pildoras,2,2023-02-25,16,1
/alopecia/productos/dutapil-pildoras,2,2023-02-25,18,2
/alopecia/productos/dutapil-pildoras,2,2023-02-25,19,1
/alopecia/productos/dutapil-pildoras,2,2023-02-25,20,2
/alopecia/productos/dutapil-pildoras,2,2023-02-25,22,1
/alopecia/productos/dutapil-pildoras,2,2023-02-25,23,1
/alopecia/productos/dutapil-pildoras,2,2023-02-26,1,1
/alopecia/productos/dutapil-pildoras,2,2023-02-26,8,1
/alopecia/productos/dutapil-pildoras,2,2023-02-26,9,3
/alopecia/productos/dutapil-pildoras,2,2023-02-26,10,3
/alopecia/productos/dutapil-pildoras,2,2023-02-26,12,2
/alopecia/productos/dutapil-pildoras,2,2023-02-26,15,3
/alopecia/productos/dutapil-pildoras,2,2023-02-26,16,1
/alopecia/productos/dutapil-pildoras,2,2023-02-26,17,4
/alopecia/productos/dutapil-pildoras,2,2023-02-26,21,2
/alopecia/productos/dutapil-pildoras,2,2023-02-26,22,4
/alopecia/productos/dutapil-pildoras,2,2023-02-26,23,6
/alopecia/productos/dutapil-pildoras,2,2023-02-27,0,1
/alopecia/productos/dutapil-pildoras,2,2023-02-27,2,1
/alopecia/productos/dutapil-pildoras,2,2023-02-27,6,1
/alopecia/productos/dutapil-pildoras,2,2023-02-27,7,1
/alopecia/productos/dutapil-pildoras,2,2023-02-27,8,1
/alopecia/productos/dutapil-pildoras,2,2023-02-27,11,2
/alopecia/productos/dutapil-pildoras,2,2023-02-27,13,1
/alopecia/productos/dutapil-pildoras,2,2023-02-27,14,2
/alopecia/productos/dutapil-pildoras,2,2023-02-27,15,1
/alopecia/productos/dutapil-pildoras,2,2023-02-27,16,1
/alopecia/productos/dutapil-pildoras,2,2023-02-27,19,1
/alopecia/productos/dutapil-pildoras,2,2023-02-27,20,1
/alopecia/productos/dutapil-pildoras,2,2023-02-27,22,2
/alopecia/productos/dutapil-pildoras,2,2023-02-28,3,1
/alopecia/productos/dutapil-pildoras,2,2023-02-28,6,2
/alopecia/productos/dutapil-pildoras,2,2023-02-28,7,1
/alopecia/productos/dutapil-pildoras,2,2023-02-28,9,2
/alopecia/productos/dutapil-pildoras,2,2023-02-28,11,1
/alopecia/productos/dutapil-pildoras,2,2023-02-28,12,2
/alopecia/productos/dutapil-pildoras,2,2023-02-28,13,1
/alopecia/productos/dutapil-pildoras,2,2023-02-28,14,1
/alopecia/productos/dutapil-pildoras,2,2023-02-28,15,1
/alopecia/productos/dutapil-pildoras,2,2023-02-28,16,1
/alopecia/productos/dutapil-pildoras,2,2023-02-28,18,2
/alopecia/productos/dutapil-pildoras,2,2023-02-28,20,1
/alopecia/productos/dutapil-pildoras,2,2023-02-28,21,2
/alopecia/productos/dutapil-pildoras,2,2023-02-28,22,1
/alopecia/productos/dutapil-pildoras,2,2023-02-29,0,2
/alopecia/productos/dutapil-pildoras,2,2023-02-29,4,1
/alopecia/productos/dutapil-pildoras,2,2023-02-29,8,1
/alopecia/productos/dutapil-pildoras,2,2023-02-29,9,1
/alopecia/productos/dutapil-pildoras,2,2023-02-29,10,1
/alopecia/productos/dutapil-pildoras,2,2023-02-29,11,1
/alopecia/productos/dutapil-pildoras,2,2023-02-29,12,2
/alopecia/productos/dutaxidil-gel,1,2023-01-01,2,2
/alopecia/productos/dutaxidil-gel,1,2023-01-01,4,1
/alopecia/productos/dutaxidil-gel,1,2023-01-01,8,2
/alopecia/productos/dutaxidil-gel,1,2023-01-01,11,1
/alopecia/productos/dutaxidil-gel,1,2023-01-01,12,1
/alopecia/productos/dutaxidil-gel,1,2023-01-01,13,2
/alopecia/productos/dutaxidil-gel,1,2023-01-01,14,3
/alopecia/productos/dutaxidil-gel,1,2023-01-01,15,2
/alopecia/productos/dutaxidil-gel,1,2023-01-01,16,2
/alopecia/productos/dutaxidil-gel,1,2023-01-01,17,5
/alopecia/productos/dutaxidil-gel,1,2023-01-01,18,2
/alopecia/productos/dutaxidil-gel,1,2023-01-01,19,1
/alopecia/productos/dutaxidil-gel,1,2023-01-01,20,2
/alopecia/productos/dutaxidil-gel,1,2023-01-01,21,4
/alopecia/productos/dutaxidil-gel,1,2023-01-01,23,2
/alopecia/productos/dutaxidil-gel,1,2023-01-02,0,3
/alopecia/productos/dutaxidil-gel,1,2023-01-02,2,1
/alopecia/productos/dutaxidil-gel,1,2023-01-02,3,1
/alopecia/productos/dutaxidil-gel,1,2023-01-02,6,1
/alopecia/productos/dutaxidil-gel,1,2023-01-02,8,3
/alopecia/productos/dutaxidil-gel,1,2023-01-02,10,1
/alopecia/productos/dutaxidil-gel,1,2023-01-02,12,1
/alopecia/productos/dutaxidil-gel,1,2023-01-02,13,3
/alopecia/productos/dutaxidil-gel,1,2023-01-02,14,2
/alopecia/productos/dutaxidil-gel,1,2023-01-02,15,1
/alopecia/productos/dutaxidil-gel,1,2023-01-02,16,2
/alopecia/productos/dutaxidil-gel,1,2023-01-02,17,6
/alopecia/productos/dutaxidil-gel,1,2023-01-02,18,2
/alopecia/productos/dutaxidil-gel,1,2023-01-02,19,2
/alopecia/productos/dutaxidil-gel,1,2023-01-02,20,2
/alopecia/productos/dutaxidil-gel,1,2023-01-02,21,1
/alopecia/productos/dutaxidil-gel,1,2023-01-02,22,3
/alopecia/productos/dutaxidil-gel,1,2023-01-02,23,3
/alopecia/productos/dutaxidil-gel,1,2023-01-03,0,2
/alopecia/productos/dutaxidil-gel,1,2023-01-03,2,1
/alopecia/productos/dutaxidil-gel,1,2023-01-03,9,1
/alopecia/productos/dutaxidil-gel,1,2023-01-03,10,2
/alopecia/productos/dutaxidil-gel,1,2023-01-03,11,1
/alopecia/productos/dutaxidil-gel,1,2023-01-03,12,2
/alopecia/productos/dutaxidil-gel,1,2023-01-03,13,1
/alopecia/productos/dutaxidil-gel,1,2023-01-03,14,2
/alopecia/productos/dutaxidil-gel,1,2023-01-03,15,1
/alopecia/productos/dutaxidil-gel,1,2023-01-03,16,1
/alopecia/productos/dutaxidil-gel,1,2023-01-03,17,2
/alopecia/productos/dutaxidil-gel,1,2023-01-03,19,1
/alopecia/productos/dutaxidil-gel,1,2023-01-03,20,1
/alopecia/productos/dutaxidil-gel,1,2023-01-03,21,1
/alopecia/productos/dutaxidil-gel,1,2023-01-03,22,1
/alopecia/productos/dutaxidil-gel,1,2023-01-03,23,1
/alopecia/productos/dutaxidil-gel,1,2023-01-04,0,2
/alopecia/productos/dutaxidil-gel,1,2023-01-04,1,1
/alopecia/productos/dutaxidil-gel,1,2023-01-04,3,2
/alopecia/productos/dutaxidil-gel,1,2023-01-04,6,2
/alopecia/productos/dutaxidil-gel,1,2023-01-04,8,1
/alopecia/productos/dutaxidil-gel,1,2023-01-04,11,2
/alopecia/productos/dutaxidil-gel,1,2023-01-04,12,1
/alopecia/productos/dutaxidil-gel,1,2023-01-04,13,1
/alopecia/productos/dutaxidil-gel,1,2023-01-04,14,1
/alopecia/productos/dutaxidil-gel,1,2023-01-04,15,1
/alopecia/productos/dutaxidil-gel,1,2023-01-04,17,1
/alopecia/productos/dutaxidil-gel,1,2023-01-04,18,1
/alopecia/productos/dutaxidil-gel,1,2023-01-04,19,2
/alopecia/productos/dutaxidil-gel,1,2023-01-04,20,1
/alopecia/productos/dutaxidil-gel,1,2023-01-04,21,3
/alopecia/productos/dutaxidil-gel,1,2023-01-04,22,1
/alopecia/productos/dutaxidil-gel,1,2023-01-05,4,1
/alopecia/productos/dutaxidil-gel,1,2023-01-05,8,2
/alopecia/productos/dutaxidil-gel,1,2023-01-05,9,2
/alopecia/productos/dutaxidil-gel,1,2023-01-05,10,1
/alopecia/productos/dutaxidil-gel,1,2023-01-05,17,3
/alopecia/productos/dutaxidil-gel,1,2023-01-05,18,4
/alopecia/productos/dutaxidil-gel,1,2023-01-05,19,1
/alopecia/productos/dutaxidil-gel,1,2023-01-05,20,3
/alopecia/productos/dutaxidil-gel,1,2023-01-05,23,2
/alopecia/productos/dutaxidil-gel,1,2023-01-06,6,1
/alopecia/productos/dutaxidil-gel,1,2023-01-06,7,1
/alopecia/productos/dutaxidil-gel,1,2023-01-06,8,1
/alopecia/productos/dutaxidil-gel,1,2023-01-06,12,1
/alopecia/productos/dutaxidil-gel,1,2023-01-06,13,3
/alopecia/productos/dutaxidil-gel,1,2023-01-06,15,2
/alopecia/productos/dutaxidil-gel,1,2023-01-06,18,2
/alopecia/productos/dutaxidil-gel,1,2023-01-06,19,2
/alopecia/productos/dutaxidil-gel,1,2023-01-06,20,1
/alopecia/productos/dutaxidil-gel,1,2023-01-06,21,1
/alopecia/productos/dutaxidil-gel,1,2023-01-06,23,1
/alopecia/productos/dutaxidil-gel,1,2023-01-07,0,1
/alopecia/productos/dutaxidil-gel,1,2023-01-07,9,1
/alopecia/productos/dutaxidil-gel,1,2023-01-07,12,2
/alopecia/productos/dutaxidil-gel,1,2023-01-07,14,1
/alopecia/productos/dutaxidil-gel,1,2023-01-07,15,1
/alopecia/productos/dutaxidil-gel,1,2023-01-07,17,1
/alopecia/productos/dutaxidil-gel,1,2023-01-07,18,1
/alopecia/productos/dutaxidil-gel,1,2023-01-07,22,1
/alopecia/productos/dutaxidil-gel,1,2023-01-07,23,1
/alopecia/productos/dutaxidil-gel,1,2023-01-08,0,1
/alopecia/productos/dutaxidil-gel,1,2023-01-08,2,2
/alopecia/productos/dutaxidil-gel,1,2023-01-08,6,1
/alopecia/productos/dutaxidil-gel,1,2023-01-08,8,1
/alopecia/productos/dutaxidil-gel,1,2023-01-08,12,1
/alopecia/productos/dutaxidil-gel,1,2023-01-08,13,3
/alopecia/productos/dutaxidil-gel,1,2023-01-08,14,1
/alopecia/productos/dutaxidil-gel,1,2023-01-08,15,1
/alopecia/productos/dutaxidil-gel,1,2023-01-08,18,1
/alopecia/productos/dutaxidil-gel,1,2023-01-09,1,1
/alopecia/productos/dutaxidil-gel,1,2023-01-09,4,1
/alopecia/productos/dutaxidil-gel,1,2023-01-09,9,1
/alopecia/productos/dutaxidil-gel,1,2023-01-09,11,1
/alopecia/productos/dutaxidil-gel,1,2023-01-09,12,1
/alopecia/productos/dutaxidil-gel,1,2023-01-09,14,1
/alopecia/productos/dutaxidil-gel,1,2023-01-09,18,1
/alopecia/productos/dutaxidil-gel,1,2023-01-09,19,1
/alopecia/productos/dutaxidil-gel,1,2023-01-09,20,2
/alopecia/productos/dutaxidil-gel,1,2023-01-09,21,1
/alopecia/productos/dutaxidil-gel,1,2023-01-09,22,1
/alopecia/productos/dutaxidil-gel,1,2023-01-09,23,1
/alopecia/productos/dutaxidil-gel,1,2023-01-10,1,1
/alopecia/productos/dutaxidil-gel,1,2023-01-10,3,1
/alopecia/productos/dutaxidil-gel,1,2023-01-10,8,1
/alopecia/productos/dutaxidil-gel,1,2023-01-10,9,1
/alopecia/productos/dutaxidil-gel,1,2023-01-10,14,1
/alopecia/productos/dutaxidil-gel,1,2023-01-10,16,1
/alopecia/productos/dutaxidil-gel,1,2023-01-10,19,2
/alopecia/productos/dutaxidil-gel,1,2023-01-10,21,1
/alopecia/productos/dutaxidil-gel,1,2023-01-10,22,1
/alopecia/productos/dutaxidil-gel,1,2023-01-10,23,1
/alopecia/productos/dutaxidil-gel,1,2023-01-11,7,1
/alopecia/productos/dutaxidil-gel,1,2023-01-11,8,1
/alopecia/productos/dutaxidil-gel,1,2023-01-11,10,1
/alopecia/productos/dutaxidil-gel,1,2023-01-11,11,1
/alopecia/productos/dutaxidil-gel,1,2023-01-11,12,2
/alopecia/productos/dutaxidil-gel,1,2023-01-11,14,2
/alopecia/productos/dutaxidil-gel,1,2023-01-11,15,1
/alopecia/productos/dutaxidil-gel,1,2023-01-11,17,1
/alopecia/productos/dutaxidil-gel,1,2023-01-11,18,1
/alopecia/productos/dutaxidil-gel,1,2023-01-11,21,1
/alopecia/productos/dutaxidil-gel,1,2023-01-11,22,1
/alopecia/productos/dutaxidil-gel,1,2023-01-12,0,1
/alopecia/productos/dutaxidil-gel,1,2023-01-12,3,1
/alopecia/productos/dutaxidil-gel,1,2023-01-12,17,3
/alopecia/productos/dutaxidil-gel,1,2023-01-12,18,1
/alopecia/productos/dutaxidil-gel,1,2023-01-12,20,1
/alopecia/productos/dutaxidil-gel,1,2023-01-12,21,1
/alopecia/productos/dutaxidil-gel,1,2023-01-12,22,1
/alopecia/productos/dutaxidil-gel,1,2023-01-13,0,1
/alopecia/productos/dutaxidil-gel,1,2023-01-13,6,1
/alopecia/productos/dutaxidil-gel,1,2023-01-13,9,1
/alopecia/productos/dutaxidil-gel,1,2023-01-13,10,1
/alopecia/productos/dutaxidil-gel,1,2023-01-13,11,1
/alopecia/productos/dutaxidil-gel,1,2023-01-13,12,1
/alopecia/productos/dutaxidil-gel,1,2023-01-13,14,1
/alopecia/productos/dutaxidil-gel,1,2023-01-13,15,1
/alopecia/productos/dutaxidil-gel,1,2023-01-13,20,2
/alopecia/productos/dutaxidil-gel,1,2023-01-13,21,1
/alopecia/productos/dutaxidil-gel,1,2023-01-13,22,1
/alopecia/productos/dutaxidil-gel,1,2023-01-13,23,3
/alopecia/productos/dutaxidil-gel,1,2023-01-14,1,1
/alopecia/productos/dutaxidil-gel,1,2023-01-14,2,1
/alopecia/productos/dutaxidil-gel,1,2023-01-14,7,1
/alopecia/productos/dutaxidil-gel,1,2023-01-14,8,2
/alopecia/productos/dutaxidil-gel,1,2023-01-14,9,1
/alopecia/productos/dutaxidil-gel,1,2023-01-14,10,1
/alopecia/productos/dutaxidil-gel,1,2023-01-14,11,1
/alopecia/productos/dutaxidil-gel,1,2023-01-14,13,3
/alopecia/productos/dutaxidil-gel,1,2023-01-14,15,1
/alopecia/productos/dutaxidil-gel,1,2023-01-14,19,1
/alopecia/productos/dutaxidil-gel,1,2023-01-14,20,1
/alopecia/productos/dutaxidil-gel,1,2023-01-14,22,1
/alopecia/productos/dutaxidil-gel,1,2023-01-14,23,1
/alopecia/productos/dutaxidil-gel,1,2023-01-15,8,1
/alopecia/productos/dutaxidil-gel,1,2023-01-15,9,2
/alopecia/productos/dutaxidil-gel,1,2023-01-15,10,1
/alopecia/productos/dutaxidil-gel,1,2023-01-15,12,2
/alopecia/productos/dutaxidil-gel,1,2023-01-15,13,2
/alopecia/productos/dutaxidil-gel,1,2023-01-15,14,1
/alopecia/productos/dutaxidil-gel,1,2023-01-15,17,2
/alopecia/productos/dutaxidil-gel,1,2023-01-15,19,2
/alopecia/productos/dutaxidil-gel,1,2023-01-15,20,1
/alopecia/productos/dutaxidil-gel,1,2023-01-15,21,2
/alopecia/productos/dutaxidil-gel,1,2023-01-15,22,2
/alopecia/productos/dutaxidil-gel,1,2023-01-15,23,2
/alopecia/productos/dutaxidil-gel,1,2023-01-16,0,1
/alopecia/productos/dutaxidil-gel,1,2023-01-16,1,1
/alopecia/productos/dutaxidil-gel,1,2023-01-16,8,1
/alopecia/productos/dutaxidil-gel,1,2023-01-16,10,1
/alopecia/productos/dutaxidil-gel,1,2023-01-16,12,2
/alopecia/productos/dutaxidil-gel,1,2023-01-16,13,2
/alopecia/productos/dutaxidil-gel,1,2023-01-16,15,2
/alopecia/productos/dutaxidil-gel,1,2023-01-16,16,2
/alopecia/productos/dutaxidil-gel,1,2023-01-16,18,2
/alopecia/productos/dutaxidil-gel,1,2023-01-16,19,2
/alopecia/productos/dutaxidil-gel,1,2023-01-16,20,1
/alopecia/productos/dutaxidil-gel,1,2023-01-16,21,1
/alopecia/productos/dutaxidil-gel,1,2023-01-16,23,1
/alopecia/productos/dutaxidil-gel,1,2023-01-17,4,1
/alopecia/productos/dutaxidil-gel,1,2023-01-17,5,1
/alopecia/productos/dutaxidil-gel,1,2023-01-17,6,1
/alopecia/productos/dutaxidil-gel,1,2023-01-17,8,2
/alopecia/productos/dutaxidil-gel,1,2023-01-17,9,2
/alopecia/productos/dutaxidil-gel,1,2023-01-17,11,1
/alopecia/productos/dutaxidil-gel,1,2023-01-17,14,1
/alopecia/productos/dutaxidil-gel,1,2023-01-17,16,1
/alopecia/productos/dutaxidil-gel,1,2023-01-17,17,1
/alopecia/productos/dutaxidil-gel,1,2023-01-17,18,2
/alopecia/productos/dutaxidil-gel,1,2023-01-17,19,1
/alopecia/productos/dutaxidil-gel,1,2023-01-17,20,2
/alopecia/productos/dutaxidil-gel,1,2023-01-17,23,3
/alopecia/productos/dutaxidil-gel,1,2023-01-18,0,1
/alopecia/productos/dutaxidil-gel,1,2023-01-18,3,1
/alopecia/productos/dutaxidil-gel,1,2023-01-18,8,1
/alopecia/productos/dutaxidil-gel,1,2023-01-18,11,3
/alopecia/productos/dutaxidil-gel,1,2023-01-18,12,2
/alopecia/productos/dutaxidil-gel,1,2023-01-18,13,1
/alopecia/productos/dutaxidil-gel,1,2023-01-18,15,2
/alopecia/productos/dutaxidil-gel,1,2023-01-18,16,1
/alopecia/productos/dutaxidil-gel,1,2023-01-18,17,1
/alopecia/productos/dutaxidil-gel,1,2023-01-18,18,1
/alopecia/productos/dutaxidil-gel,1,2023-01-18,19,1
/alopecia/productos/dutaxidil-gel,1,2023-01-18,20,2
/alopecia/productos/dutaxidil-gel,1,2023-01-18,21,1
/alopecia/productos/dutaxidil-gel,1,2023-01-18,22,1
/alopecia/productos/dutaxidil-gel,1,2023-01-18,23,1
/alopecia/productos/dutaxidil-gel,1,2023-01-19,0,1
/alopecia/productos/dutaxidil-gel,1,2023-01-19,2,1
/alopecia/productos/dutaxidil-gel,1,2023-01-19,5,1
/alopecia/productos/dutaxidil-gel,1,2023-01-19,6,1
/alopecia/productos/dutaxidil-gel,1,2023-01-19,8,2
/alopecia/productos/dutaxidil-gel,1,2023-01-19,9,1
/alopecia/productos/dutaxidil-gel,1,2023-01-19,10,1
/alopecia/productos/dutaxidil-gel,1,2023-01-19,12,3
/alopecia/productos/dutaxidil-gel,1,2023-01-19,13,1
/alopecia/productos/dutaxidil-gel,1,2023-01-19,14,1
/alopecia/productos/dutaxidil-gel,1,2023-01-19,17,3
/alopecia/productos/dutaxidil-gel,1,2023-01-19,18,2
/alopecia/productos/dutaxidil-gel,1,2023-01-19,19,1
/alopecia/productos/dutaxidil-gel,1,2023-01-19,20,1
/alopecia/productos/dutaxidil-gel,1,2023-01-19,21,1
/alopecia/productos/dutaxidil-gel,1,2023-01-19,22,1
/alopecia/productos/dutaxidil-gel,1,2023-01-19,23,2
/alopecia/productos/dutaxidil-gel,1,2023-01-20,0,2
/alopecia/productos/dutaxidil-gel,1,2023-01-20,1,1
/alopecia/productos/dutaxidil-gel,1,2023-01-20,6,1
/alopecia/productos/dutaxidil-gel,1,2023-01-20,7,2
/alopecia/productos/dutaxidil-gel,1,2023-01-20,8,2
/alopecia/productos/dutaxidil-gel,1,2023-01-20,12,1
/alopecia/productos/dutaxidil-gel,1,2023-01-20,13,1
/alopecia/productos/dutaxidil-gel,1,2023-01-20,15,1
/alopecia/productos/dutaxidil-gel,1,2023-01-20,16,1
/alopecia/productos/dutaxidil-gel,1,2023-01-20,17,1
/alopecia/productos/dutaxidil-gel,1,2023-01-20,18,1
/alopecia/productos/dutaxidil-gel,1,2023-01-20,23,1
/alopecia/productos/dutaxidil-gel,1,2023-01-21,0,2
/alopecia/productos/dutaxidil-gel,1,2023-01-21,2,1
/alopecia/productos/dutaxidil-gel,1,2023-01-21,3,1
/alopecia/productos/dutaxidil-gel,1,2023-01-21,5,1
/alopecia/productos/dutaxidil-gel,1,2023-01-21,7,1
/alopecia/productos/dutaxidil-gel,1,2023-01-21,8,1
/alopecia/productos/dutaxidil-gel,1,2023-01-21,9,1
/alopecia/productos/dutaxidil-gel,1,2023-01-21,13,3
/alopecia/productos/dutaxidil-gel,1,2023-01-21,14,1
/alopecia/productos/dutaxidil-gel,1,2023-01-21,15,1
/alopecia/productos/dutaxidil-gel,1,2023-01-21,17,2
/alopecia/productos/dutaxidil-gel,1,2023-01-21,18,3
/alopecia/productos/dutaxidil-gel,1,2023-01-21,19,3
/alopecia/productos/dutaxidil-gel,1,2023-01-21,20,1
/alopecia/productos/dutaxidil-gel,1,2023-01-21,21,1
/alopecia/productos/dutaxidil-gel,1,2023-01-21,22,1
/alopecia/productos/dutaxidil-gel,1,2023-01-21,23,2
/alopecia/productos/dutaxidil-gel,1,2023-01-22,0,2
/alopecia/productos/dutaxidil-gel,1,2023-01-22,12,1
/alopecia/productos/dutaxidil-gel,1,2023-01-22,15,3
/alopecia/productos/dutaxidil-gel,1,2023-01-22,17,1
/alopecia/productos/dutaxidil-gel,1,2023-01-22,18,2
/alopecia/productos/dutaxidil-gel,1,2023-01-22,19,2
/alopecia/productos/dutaxidil-gel,1,2023-01-22,20,5
/alopecia/productos/dutaxidil-gel,1,2023-01-22,21,2
/alopecia/productos/dutaxidil-gel,1,2023-01-22,22,2
/alopecia/productos/dutaxidil-gel,1,2023-01-22,23,2
/alopecia/productos/dutaxidil-gel,1,2023-01-23,0,4
/alopecia/productos/dutaxidil-gel,1,2023-01-23,1,1
/alopecia/productos/dutaxidil-gel,1,2023-01-23,2,1
/alopecia/productos/dutaxidil-gel,1,2023-01-23,8,1
/alopecia/productos/dutaxidil-gel,1,2023-01-23,9,1
/alopecia/productos/dutaxidil-gel,1,2023-01-23,10,1
/alopecia/productos/dutaxidil-gel,1,2023-01-23,11,1
/alopecia/productos/dutaxidil-gel,1,2023-01-23,12,1
/alopecia/productos/dutaxidil-gel,1,2023-01-23,14,1
/alopecia/productos/dutaxidil-gel,1,2023-01-23,17,2
/alopecia/productos/dutaxidil-gel,1,2023-01-23,18,1
/alopecia/productos/dutaxidil-gel,1,2023-01-23,21,2
/alopecia/productos/dutaxidil-gel,1,2023-01-23,22,1
/alopecia/productos/dutaxidil-gel,1,2023-01-24,0,3
/alopecia/productos/dutaxidil-gel,1,2023-01-24,11,1
/alopecia/productos/dutaxidil-gel,1,2023-01-24,12,3
/alopecia/productos/dutaxidil-gel,1,2023-01-24,13,1
/alopecia/productos/dutaxidil-gel,1,2023-01-24,19,1
/alopecia/productos/dutaxidil-gel,1,2023-01-24,21,1
/alopecia/productos/dutaxidil-gel,1,2023-01-24,22,2
/alopecia/productos/dutaxidil-gel,1,2023-01-24,23,2
/alopecia/productos/dutaxidil-gel,1,2023-01-25,7,1
/alopecia/productos/dutaxidil-gel,1,2023-01-25,8,2
/alopecia/productos/dutaxidil-gel,1,2023-01-25,10,1
/alopecia/productos/dutaxidil-gel,1,2023-01-25,11,1
/alopecia/productos/dutaxidil-gel,1,2023-01-25,12,1
/alopecia/productos/dutaxidil-gel,1,2023-01-25,15,2
/alopecia/productos/dutaxidil-gel,1,2023-01-25,16,1
/alopecia/productos/dutaxidil-gel,1,2023-01-25,18,2
/alopecia/productos/dutaxidil-gel,1,2023-01-25,20,1
/alopecia/productos/dutaxidil-gel,1,2023-01-25,21,1
/alopecia/productos/dutaxidil-gel,1,2023-01-25,22,1
/alopecia/productos/dutaxidil-gel,1,2023-01-25,23,1
/alopecia/productos/dutaxidil-gel,1,2023-01-26,1,1
/alopecia/productos/dutaxidil-gel,1,2023-01-26,2,1
/alopecia/productos/dutaxidil-gel,1,2023-01-26,6,1
/alopecia/productos/dutaxidil-gel,1,2023-01-26,7,2
/alopecia/productos/dutaxidil-gel,1,2023-01-26,8,2
/alopecia/productos/dutaxidil-gel,1,2023-01-26,10,4
